id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
997,Male,Loyal Customer,26,Personal Travel,Business,2241,3,5,3,1,1,3,1,1,1,1,5,3,3,1,9,17,0
998,Male,Loyal Customer,60,Personal Travel,Eco,2499,2,3,2,2,2,2,2,2,5,3,5,3,5,2,6,0,0
999,Male,Loyal Customer,52,Personal Travel,Eco,1703,2,5,2,1,4,2,4,4,4,4,5,5,4,4,0,0,0
1000,Female,Loyal Customer,56,Business travel,Business,2372,1,1,1,1,2,2,2,1,4,5,1,2,5,2,136,135,1
1001,Female,Loyal Customer,19,Personal Travel,Eco,1466,3,3,3,3,2,4,1,5,5,5,5,2,5,2,0,0,1
1002,Male,disloyal Customer,25,Business travel,Business,1728,5,5,5,4,5,5,5,5,3,3,4,3,4,5,12,1,1
1003,Female,Loyal Customer,59,Business travel,Business,920,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0,1
1004,Male,Loyal Customer,31,Business travel,Business,5070,5,5,5,5,4,4,4,4,4,1,1,4,5,4,0,0,1
1005,Female,Loyal Customer,65,Personal Travel,Eco,495,4,0,4,3,3,5,4,3,3,4,3,4,3,3,57,47,0
1006,Female,Loyal Customer,36,Business travel,Eco,1862,3,2,4,2,3,3,3,3,4,2,3,1,3,3,0,0,0
1007,Male,disloyal Customer,36,Business travel,Business,1180,4,4,4,1,5,4,5,5,4,3,4,3,5,5,0,0,0
1008,Male,Loyal Customer,34,Business travel,Business,3482,2,2,2,2,5,5,5,5,5,5,5,3,5,4,53,43,1
1009,Male,Loyal Customer,22,Personal Travel,Eco,2261,3,5,3,4,3,3,3,3,3,4,5,5,5,3,0,0,0
1010,Female,disloyal Customer,40,Business travel,Business,1725,5,5,5,1,4,5,5,4,3,3,5,4,2,4,16,9,1
1011,Male,Loyal Customer,45,Business travel,Business,2575,4,4,4,4,4,5,4,4,4,4,4,3,4,4,26,0,1
1012,Female,Loyal Customer,43,Business travel,Eco,478,4,4,4,4,5,1,4,4,4,4,4,2,4,4,0,0,1
1013,Male,disloyal Customer,35,Business travel,Business,1978,2,2,2,2,4,2,5,4,3,4,4,4,5,4,0,0,0
1014,Female,Loyal Customer,35,Business travel,Eco,2996,3,1,5,1,3,3,3,3,4,5,3,1,3,3,0,0,0
1015,Female,Loyal Customer,39,Business travel,Eco,1339,4,4,4,4,4,4,4,4,5,2,2,2,5,4,0,0,1
1016,Female,Loyal Customer,63,Personal Travel,Eco,321,5,5,5,5,2,2,3,1,1,5,1,3,1,1,55,45,1
1017,Male,Loyal Customer,23,Business travel,Business,2618,4,4,4,4,4,4,4,4,4,3,2,2,5,4,0,5,1
1018,Male,Loyal Customer,37,Business travel,Business,3636,3,4,4,4,2,4,4,3,3,3,3,1,3,4,0,0,0
1019,Male,Loyal Customer,51,Business travel,Eco,1614,4,5,5,5,4,4,4,4,1,5,5,4,2,4,13,5,1
1020,Male,Loyal Customer,66,Business travel,Eco,2587,1,3,3,3,1,1,1,1,1,1,3,3,3,1,0,0,0
1021,Male,disloyal Customer,22,Business travel,Eco,1670,5,0,5,3,5,5,5,5,5,2,4,4,5,5,0,12,1
1022,Female,Loyal Customer,24,Business travel,Business,5087,3,3,3,3,3,4,3,3,1,3,5,4,4,3,0,0,1
1023,Male,Loyal Customer,52,Business travel,Business,3218,0,4,0,5,4,4,4,3,3,3,1,4,3,4,13,8,1
1024,Male,Loyal Customer,57,Personal Travel,Eco Plus,2279,1,2,1,4,1,1,1,1,1,1,3,2,4,1,11,15,0
1025,Male,Loyal Customer,46,Business travel,Business,2523,4,4,4,4,2,4,4,5,5,5,5,3,5,5,0,0,1
1026,Male,Loyal Customer,29,Business travel,Business,3401,4,4,4,4,5,5,5,5,4,4,4,5,5,5,19,24,1
1027,Male,Loyal Customer,30,Personal Travel,Eco,1396,2,5,2,1,5,2,5,5,5,4,5,3,4,5,15,4,0
1028,Female,Loyal Customer,65,Business travel,Business,355,0,0,0,1,4,1,3,4,4,4,4,4,4,2,0,0,1
1029,Female,disloyal Customer,25,Business travel,Eco,1945,1,1,1,3,3,1,1,3,3,2,3,4,4,3,0,0,0
1030,Female,Loyal Customer,55,Business travel,Business,814,1,3,3,3,2,4,3,1,1,1,1,4,1,1,10,12,0
1031,Male,Loyal Customer,33,Personal Travel,Business,1265,2,1,2,3,1,2,1,1,2,5,3,2,2,1,0,0,0
1032,Female,disloyal Customer,29,Business travel,Eco,3644,1,1,1,3,4,1,4,4,3,5,4,1,3,4,0,0,0
1033,Female,Loyal Customer,60,Business travel,Business,1401,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,0,1
1034,Male,Loyal Customer,29,Business travel,Eco,3134,3,3,3,3,3,3,3,3,1,5,4,1,3,3,3,0,0
1035,Female,Loyal Customer,31,Business travel,Business,3709,4,5,2,2,4,4,4,4,1,5,4,1,3,4,0,0,0
1036,Male,Loyal Customer,36,Business travel,Business,1976,3,4,4,4,5,2,3,2,2,2,3,1,2,4,0,0,0
1037,Male,disloyal Customer,38,Business travel,Eco,1997,5,3,5,4,2,3,2,2,2,1,2,4,1,2,0,0,1
1038,Female,Loyal Customer,74,Business travel,Eco Plus,123,5,5,5,5,2,5,2,5,5,5,5,2,5,2,0,0,1
1039,Female,Loyal Customer,61,Personal Travel,Eco,1107,4,1,4,4,4,4,3,3,3,4,3,3,3,2,1,0,1
1040,Female,Loyal Customer,37,Business travel,Business,493,5,5,5,5,2,5,5,4,4,4,4,4,4,5,0,5,1
1041,Male,Loyal Customer,59,Personal Travel,Eco Plus,2782,1,0,1,3,1,4,3,2,5,3,3,3,2,3,293,302,0
1042,Female,disloyal Customer,25,Business travel,Eco Plus,1168,2,3,2,2,3,2,3,3,2,4,1,3,5,3,0,0,0
1043,Male,Loyal Customer,55,Business travel,Business,292,3,2,2,2,5,3,3,3,3,3,3,3,3,1,0,9,0
1044,Female,Loyal Customer,37,Personal Travel,Eco,1151,2,2,5,2,4,4,4,4,3,2,3,3,5,4,0,9,1
1045,Male,Loyal Customer,40,Personal Travel,Eco,1672,2,5,2,1,3,2,3,3,3,5,4,5,5,3,0,0,0
1046,Female,disloyal Customer,25,Business travel,Business,2020,4,4,4,1,2,4,3,2,3,4,5,3,5,2,0,0,1
1047,Female,Loyal Customer,43,Business travel,Business,3119,2,2,2,2,2,5,4,3,3,4,3,4,3,5,0,13,1
1048,Female,Loyal Customer,47,Business travel,Business,2049,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0,1
1049,Male,Loyal Customer,57,Business travel,Eco,1205,2,2,3,2,2,2,2,2,2,5,3,3,3,2,10,25,0
1050,Female,disloyal Customer,24,Business travel,Eco,2108,3,4,3,3,2,3,2,2,3,1,4,4,3,2,3,1,0
1051,Female,Loyal Customer,54,Business travel,Business,2107,3,3,3,3,4,4,4,4,4,5,4,4,4,3,25,13,1
1052,Female,Loyal Customer,11,Business travel,Eco,2054,2,3,5,5,2,2,1,2,3,1,2,1,2,2,26,15,0
1053,Female,disloyal Customer,22,Business travel,Eco,1242,2,2,2,3,2,2,2,2,4,2,4,3,3,2,97,85,0
1054,Female,Loyal Customer,48,Business travel,Business,3579,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,1,1
1055,Female,disloyal Customer,34,Business travel,Business,2153,4,4,4,2,5,4,5,5,4,2,5,4,4,5,129,123,0
1056,Male,Loyal Customer,7,Personal Travel,Eco,1878,1,4,1,4,5,1,5,5,2,4,3,1,4,5,0,0,0
1057,Male,disloyal Customer,48,Business travel,Business,2723,4,4,4,2,4,4,4,4,4,2,3,3,5,4,11,0,1
1058,Male,Loyal Customer,25,Business travel,Business,2088,4,4,5,4,5,5,5,5,3,4,4,1,5,5,0,0,1
1059,Female,disloyal Customer,26,Business travel,Eco,2871,3,4,4,3,4,4,4,4,1,1,2,5,1,4,2,13,0
1060,Male,disloyal Customer,25,Business travel,Eco,2918,3,3,3,2,1,3,1,1,3,3,4,5,4,1,0,0,0
1061,Male,Loyal Customer,51,Business travel,Business,3269,2,2,2,2,5,4,3,2,2,2,2,2,2,4,98,87,0
1062,Female,Loyal Customer,37,Business travel,Eco,2327,2,5,1,5,2,2,2,2,2,1,1,1,2,2,53,43,0
1063,Female,Loyal Customer,30,Business travel,Eco Plus,2441,4,5,5,5,4,4,4,4,1,5,5,3,1,4,3,8,1
1064,Male,Loyal Customer,24,Business travel,Business,2888,1,1,1,1,4,4,4,4,4,5,5,5,2,4,0,0,1
1065,Female,Loyal Customer,25,Personal Travel,Eco,1643,2,2,2,2,5,5,5,5,3,2,2,2,4,5,5,0,1
1066,Male,Loyal Customer,44,Personal Travel,Business,1070,4,4,4,4,2,5,5,5,5,4,5,5,5,4,0,2,0
1067,Female,disloyal Customer,30,Business travel,Eco,2344,1,1,1,3,5,1,2,5,2,1,4,4,3,5,0,0,0
1068,Male,Loyal Customer,29,Personal Travel,Eco Plus,1788,2,4,2,2,4,2,4,4,4,5,5,5,4,4,0,0,0
1069,Female,Loyal Customer,57,Business travel,Business,714,2,2,2,2,5,4,5,4,4,4,4,4,4,4,0,0,1
1070,Male,Loyal Customer,43,Business travel,Eco,2021,2,5,5,5,3,2,3,3,3,3,3,2,4,3,0,0,0
1071,Male,Loyal Customer,55,Business travel,Business,491,3,3,2,3,3,5,5,4,4,4,4,4,4,5,12,7,1
1072,Male,Loyal Customer,70,Personal Travel,Eco,1816,4,5,4,5,1,4,4,1,1,1,1,5,3,1,0,0,0
1073,Female,Loyal Customer,53,Business travel,Business,2856,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0,1
1074,Female,Loyal Customer,32,Personal Travel,Eco,1276,5,5,5,5,4,4,4,3,5,4,4,4,5,4,0,0,1
1075,Male,Loyal Customer,49,Business travel,Business,2521,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0,1
1076,Female,Loyal Customer,29,Business travel,Eco Plus,2912,3,1,1,1,3,3,3,3,2,3,3,1,4,3,0,0,0
1077,Male,Loyal Customer,38,Personal Travel,Business,472,4,4,4,2,4,5,4,4,4,4,4,4,4,5,46,47,0
1078,Male,Loyal Customer,51,Business travel,Business,3784,1,1,1,1,3,4,5,4,4,4,3,5,4,3,0,0,1
1079,Female,disloyal Customer,22,Business travel,Business,2361,5,5,5,3,1,5,1,1,4,3,5,3,4,1,0,0,1
1080,Male,Loyal Customer,39,Business travel,Business,1046,4,4,4,4,5,3,4,4,4,5,4,1,4,5,0,0,1
1081,Male,Loyal Customer,70,Personal Travel,Eco,2736,3,2,3,4,4,3,4,4,1,2,4,2,3,4,0,6,0
1082,Male,Loyal Customer,36,Business travel,Eco,3059,4,4,4,4,4,4,4,4,4,4,2,5,2,4,0,0,1
1083,Female,Loyal Customer,47,Business travel,Eco,83,4,1,1,1,4,5,3,4,4,4,4,5,4,5,93,119,1
1084,Female,disloyal Customer,28,Business travel,Business,1410,1,1,1,3,5,1,5,5,5,5,5,5,5,5,23,17,0
1085,Female,Loyal Customer,47,Business travel,Business,3888,1,1,1,1,5,4,5,5,5,5,5,4,5,5,0,2,1
1086,Female,disloyal Customer,36,Business travel,Eco,1532,1,3,1,4,2,1,5,2,4,3,2,4,3,2,0,0,0
1087,Male,Loyal Customer,31,Business travel,Business,4514,1,1,1,1,4,4,4,4,5,3,4,3,4,4,19,29,1
1088,Male,Loyal Customer,40,Business travel,Business,305,0,0,0,3,3,4,4,2,2,2,2,5,2,3,0,0,1
1089,Male,Loyal Customer,15,Personal Travel,Eco,2201,2,4,2,4,3,2,2,3,4,3,5,4,5,3,7,12,0
1090,Female,Loyal Customer,21,Personal Travel,Eco,3591,5,5,5,3,1,5,1,1,4,1,3,3,3,1,0,0,1
1091,Male,Loyal Customer,31,Personal Travel,Eco Plus,2773,2,4,3,2,3,3,3,3,4,4,5,5,5,3,0,0,0
1092,Female,Loyal Customer,43,Business travel,Eco,963,4,5,5,5,1,1,3,4,4,4,4,1,4,3,0,1,1
1093,Female,Loyal Customer,62,Personal Travel,Eco,1936,5,4,5,4,3,4,4,1,1,5,4,4,1,5,0,0,1
1094,Male,Loyal Customer,25,Business travel,Business,2647,3,3,3,3,4,4,4,4,5,5,4,4,4,4,0,0,1
1095,Female,Loyal Customer,30,Business travel,Business,1709,1,5,1,1,5,5,5,5,3,4,5,4,4,5,0,10,1
1096,Female,Loyal Customer,47,Business travel,Eco,388,5,5,5,5,2,4,1,5,5,5,5,2,5,1,55,44,1
1097,Male,Loyal Customer,20,Business travel,Eco,1914,5,3,3,3,5,5,5,5,5,2,2,5,1,5,0,2,1
1098,Male,Loyal Customer,48,Business travel,Business,315,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,0,1
1099,Female,Loyal Customer,52,Business travel,Business,904,4,4,4,4,3,5,4,5,5,5,5,5,5,4,10,17,1
1100,Female,disloyal Customer,44,Business travel,Business,3095,4,4,4,5,3,4,3,3,3,2,5,5,5,3,10,0,0
1101,Male,Loyal Customer,24,Personal Travel,Eco,3345,5,4,5,4,3,5,3,3,2,2,4,1,4,3,12,0,1
1102,Female,Loyal Customer,45,Business travel,Eco,429,4,3,3,3,4,1,4,4,4,4,4,4,4,5,1,0,1
1103,Female,Loyal Customer,34,Business travel,Eco,1956,1,5,5,5,1,1,1,1,3,2,3,2,4,1,7,0,0
1104,Female,disloyal Customer,37,Business travel,Business,2149,1,1,1,4,3,1,3,3,3,4,4,5,5,3,3,0,0
1105,Female,Loyal Customer,57,Business travel,Business,1795,2,2,3,2,3,4,4,5,5,5,5,5,5,3,0,0,1
1106,Female,Loyal Customer,41,Business travel,Business,2771,4,5,4,4,4,4,4,5,5,4,5,3,5,3,0,0,1
1107,Female,Loyal Customer,53,Business travel,Business,2605,1,1,1,1,2,5,5,5,5,5,5,3,5,5,0,0,1
1108,Female,disloyal Customer,42,Business travel,Business,1145,2,2,2,3,3,2,3,3,4,4,4,3,5,3,9,37,0
1109,Male,Loyal Customer,47,Business travel,Business,3627,3,3,3,3,4,5,5,5,5,5,5,3,5,5,5,0,1
1110,Female,Loyal Customer,56,Business travel,Business,582,4,4,5,4,5,5,4,4,4,4,4,5,4,5,0,0,1
1111,Female,Loyal Customer,8,Personal Travel,Eco,2260,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0,0,1
1112,Male,disloyal Customer,42,Business travel,Business,1264,2,2,2,3,3,2,4,3,3,3,3,1,3,3,31,41,0
1113,Male,Loyal Customer,26,Business travel,Business,1494,5,5,5,5,3,3,3,3,4,4,4,5,5,3,0,0,1
1114,Female,Loyal Customer,59,Personal Travel,Eco,783,2,2,2,2,2,5,5,3,3,3,3,3,3,4,0,9,1
1115,Female,Loyal Customer,16,Personal Travel,Eco,1955,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,0,1
1116,Female,disloyal Customer,25,Business travel,Business,2380,4,5,3,4,2,3,2,2,4,4,4,4,4,2,3,0,1
1117,Female,Loyal Customer,23,Business travel,Business,769,2,2,2,2,4,4,5,4,5,1,3,1,4,4,0,0,1
1118,Male,Loyal Customer,39,Business travel,Business,253,2,1,1,1,1,4,4,2,2,2,2,3,2,2,0,0,0
1119,Male,Loyal Customer,26,Business travel,Business,3816,5,5,5,5,4,4,4,4,5,5,4,4,5,4,2,0,1
1120,Female,Loyal Customer,40,Business travel,Business,3140,2,2,2,2,4,5,5,4,4,4,4,4,4,1,0,8,1
1121,Male,disloyal Customer,25,Business travel,Eco,1947,1,1,1,4,3,1,3,3,1,5,4,2,3,3,0,10,0
1122,Male,Loyal Customer,50,Business travel,Business,2060,5,5,4,5,4,4,4,4,4,4,4,4,4,4,0,24,1
1123,Male,Loyal Customer,58,Personal Travel,Eco Plus,2188,3,3,4,4,2,4,2,2,2,1,4,4,4,2,0,0,0
1124,Male,Loyal Customer,15,Personal Travel,Eco,2682,1,2,1,3,3,1,3,3,1,4,4,4,3,3,42,64,0
1125,Female,disloyal Customer,38,Business travel,Business,2046,1,1,1,1,3,1,3,3,3,2,4,4,4,3,0,0,0
1126,Male,Loyal Customer,48,Business travel,Business,3200,3,3,5,3,4,4,5,5,5,5,4,5,5,3,1,2,1
1127,Male,Loyal Customer,47,Business travel,Business,698,5,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0,1
1128,Female,Loyal Customer,15,Personal Travel,Eco,3041,4,4,4,4,5,3,5,2,2,2,2,4,2,5,0,0,1
1129,Male,Loyal Customer,61,Business travel,Eco,2521,4,3,3,3,4,4,4,4,3,3,2,5,4,4,0,0,1
1130,Female,Loyal Customer,53,Business travel,Business,628,2,2,2,2,3,4,4,4,4,4,4,5,4,4,88,84,1
1131,Male,Loyal Customer,32,Business travel,Business,2835,5,5,5,5,4,4,4,3,3,5,5,4,3,4,435,470,1
1132,Female,disloyal Customer,27,Business travel,Eco Plus,1526,3,3,3,4,5,3,3,5,1,3,4,2,4,5,0,0,0
1133,Female,disloyal Customer,22,Business travel,Eco,1605,4,2,5,2,4,5,4,4,1,5,2,4,3,4,38,33,0
1134,Male,disloyal Customer,28,Business travel,Business,1134,5,5,5,3,5,5,5,5,5,2,5,3,4,5,0,0,1
1135,Male,Loyal Customer,45,Business travel,Business,984,1,1,1,1,3,5,4,4,4,4,4,3,4,5,0,0,1
1136,Male,Loyal Customer,31,Business travel,Eco,3546,3,1,1,1,3,3,3,3,4,3,4,4,4,3,0,0,0
1137,Male,Loyal Customer,46,Business travel,Business,755,1,1,1,1,4,4,1,5,5,4,5,3,5,2,10,10,1
1138,Female,Loyal Customer,13,Business travel,Business,5130,2,2,2,2,5,5,5,5,5,2,1,4,1,5,115,128,1
1139,Female,Loyal Customer,63,Personal Travel,Eco,652,0,0,0,5,4,4,5,3,3,3,3,3,3,5,0,0,1
1140,Female,Loyal Customer,69,Personal Travel,Eco,891,4,0,4,1,2,4,4,4,4,4,5,5,4,5,0,0,1
1141,Male,Loyal Customer,60,Business travel,Business,1634,2,3,3,3,1,3,4,2,2,2,2,1,2,2,56,43,0
1142,Male,Loyal Customer,9,Personal Travel,Eco,2424,2,5,2,1,4,2,4,4,3,2,4,3,3,4,0,1,0
1143,Female,Loyal Customer,51,Business travel,Eco,1055,4,3,3,3,2,3,4,4,4,4,4,2,4,2,0,0,1
1144,Male,Loyal Customer,48,Personal Travel,Eco,2127,2,4,2,2,3,2,3,3,2,3,3,3,3,3,0,0,0
1145,Male,Loyal Customer,54,Business travel,Business,1580,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,8,1
1146,Female,Loyal Customer,31,Business travel,Business,3829,3,3,3,3,5,5,5,5,2,5,5,5,2,5,0,0,1
1147,Female,Loyal Customer,42,Business travel,Business,3431,3,3,3,3,2,3,3,4,4,4,3,2,4,4,0,2,1
1148,Female,Loyal Customer,58,Business travel,Business,487,1,1,1,1,3,5,5,4,4,4,4,3,4,4,50,39,1
1149,Female,Loyal Customer,27,Business travel,Eco,2553,3,1,1,1,3,3,3,3,2,4,4,4,3,3,70,58,0
1150,Male,Loyal Customer,46,Personal Travel,Eco,1851,1,4,1,4,4,1,4,4,3,2,5,4,4,4,10,20,0
1151,Male,Loyal Customer,49,Personal Travel,Business,525,1,5,3,3,3,4,5,3,3,3,3,5,3,4,12,0,0
1152,Female,Loyal Customer,23,Personal Travel,Eco,1209,5,5,5,5,2,5,4,5,5,4,5,4,5,3,0,0,1
1153,Male,disloyal Customer,41,Business travel,Business,2169,2,2,2,3,5,2,5,5,3,3,4,5,4,5,0,0,1
1154,Male,Loyal Customer,20,Personal Travel,Eco,2382,3,1,3,4,5,3,5,5,2,5,3,1,3,5,3,5,0
1155,Male,Loyal Customer,29,Personal Travel,Eco,2353,5,5,5,3,2,5,2,2,2,1,1,4,4,2,0,0,1
1156,Male,Loyal Customer,52,Business travel,Business,1185,5,5,5,5,4,5,5,4,4,4,4,4,4,4,0,0,1
1157,Male,Loyal Customer,45,Business travel,Business,664,5,5,5,5,4,4,5,5,5,5,5,2,5,3,0,0,1
1158,Male,Loyal Customer,44,Business travel,Business,449,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,1
1159,Female,Loyal Customer,15,Personal Travel,Eco,2151,5,3,4,5,2,4,2,2,3,2,1,1,4,2,0,0,1
1160,Female,Loyal Customer,30,Business travel,Business,3940,2,2,2,2,5,5,4,5,5,1,3,1,3,5,0,0,1
1161,Male,Loyal Customer,61,Personal Travel,Eco,1254,1,4,0,3,2,0,1,2,3,5,4,5,5,2,0,0,0
1162,Male,Loyal Customer,47,Business travel,Business,2099,3,3,3,3,2,4,5,4,4,4,4,3,4,4,0,0,1
1163,Female,Loyal Customer,14,Business travel,Eco Plus,2676,1,3,3,3,1,2,1,1,2,1,3,2,3,1,68,89,0
1164,Male,Loyal Customer,43,Business travel,Eco Plus,2312,2,5,5,5,2,2,2,2,2,1,4,3,4,2,0,14,0
1165,Female,Loyal Customer,34,Personal Travel,Eco,2911,3,3,3,3,2,4,4,4,4,4,4,4,4,3,18,31,1
1166,Female,Loyal Customer,11,Personal Travel,Eco,1205,4,5,4,1,1,4,1,1,4,5,4,4,4,1,0,0,1
1167,Male,Loyal Customer,39,Business travel,Business,525,3,3,3,3,5,5,4,5,5,5,5,3,5,4,1,0,1
1168,Male,Loyal Customer,47,Business travel,Eco Plus,1410,4,5,5,5,4,4,4,4,2,2,2,5,5,4,4,5,1
1169,Male,Loyal Customer,38,Business travel,Business,1350,3,5,3,3,2,4,4,5,5,5,5,4,5,5,0,65,1
1170,Male,Loyal Customer,46,Personal Travel,Eco Plus,2870,3,4,3,3,1,3,1,1,3,3,5,4,5,1,5,0,0
1171,Female,Loyal Customer,61,Business travel,Business,1541,0,0,0,2,3,4,4,3,3,3,3,4,3,4,0,0,1
1172,Male,Loyal Customer,10,Personal Travel,Eco,1857,3,5,3,4,4,3,4,4,5,3,3,5,5,4,0,0,0
1173,Male,Loyal Customer,46,Personal Travel,Eco,1817,4,4,4,4,2,4,2,2,3,3,5,5,5,2,22,12,0
1174,Female,Loyal Customer,33,Business travel,Business,1401,3,3,3,3,5,5,5,4,4,4,4,4,4,3,3,0,1
1175,Female,Loyal Customer,13,Personal Travel,Eco,1486,4,4,4,4,4,4,5,4,4,4,4,2,4,2,0,0,1
1176,Male,Loyal Customer,23,Business travel,Business,3292,1,0,0,4,1,0,1,1,2,4,3,2,4,1,14,7,0
1177,Female,Loyal Customer,27,Personal Travel,Eco,2061,1,5,1,1,5,4,4,1,4,3,5,4,4,4,0,13,1
1178,Male,disloyal Customer,39,Business travel,Business,1590,2,2,2,3,1,2,1,1,5,3,4,5,4,1,0,0,0
1179,Male,Loyal Customer,50,Personal Travel,Eco,1108,3,0,3,5,3,3,3,3,5,5,5,5,5,3,0,0,0
1180,Male,disloyal Customer,16,Business travel,Eco,2840,2,2,2,3,5,2,5,5,4,2,3,3,4,5,0,0,0
1181,Male,Loyal Customer,54,Business travel,Business,1769,3,3,3,3,2,3,4,5,5,5,5,4,5,3,31,36,1
1182,Female,Loyal Customer,39,Personal Travel,Eco,3312,5,5,3,5,3,5,4,5,5,5,5,1,5,2,0,0,1
1183,Male,disloyal Customer,24,Business travel,Eco,2226,0,0,0,1,1,0,1,1,3,4,2,5,2,1,0,0,1
1184,Female,Loyal Customer,40,Personal Travel,Eco,1971,2,2,2,2,2,5,4,3,3,4,3,5,3,4,0,0,1
1185,Male,Loyal Customer,35,Business travel,Eco,2404,5,3,3,3,5,4,5,5,2,1,1,4,2,5,0,0,1
1186,Male,disloyal Customer,37,Business travel,Business,2473,2,2,2,3,2,2,2,2,5,5,4,5,5,2,0,0,0
1187,Female,Loyal Customer,53,Business travel,Business,2791,5,5,5,5,5,5,5,5,5,5,5,4,5,3,0,0,1
1188,Female,Loyal Customer,50,Business travel,Business,2695,4,4,4,4,5,4,5,3,3,3,3,3,3,5,14,10,1
1189,Male,Loyal Customer,31,Personal Travel,Eco,2685,2,5,2,4,2,2,2,2,1,1,3,2,2,2,0,0,0
1190,Male,Loyal Customer,33,Business travel,Business,3713,1,4,4,4,1,1,1,1,3,3,4,4,3,1,19,7,0
1191,Female,Loyal Customer,32,Personal Travel,Eco,1801,5,4,4,4,5,5,5,5,5,4,5,3,2,5,0,5,1
1192,Male,Loyal Customer,12,Personal Travel,Eco,1747,4,5,5,2,5,5,5,5,5,5,4,3,4,5,0,0,1
1193,Male,Loyal Customer,48,Business travel,Business,1397,3,3,3,3,3,5,5,4,4,3,4,3,4,3,0,0,1
1194,Male,disloyal Customer,27,Business travel,Business,1362,2,2,2,1,5,2,5,5,3,2,5,4,4,5,0,0,0
1195,Male,Loyal Customer,43,Business travel,Business,1083,2,2,2,2,2,4,4,4,4,4,4,5,4,4,0,0,1
1196,Male,disloyal Customer,44,Business travel,Business,1710,3,3,3,5,1,3,1,1,5,4,5,5,4,1,18,43,0
1197,Female,Loyal Customer,48,Business travel,Business,3268,4,4,4,4,4,5,5,3,3,3,3,3,3,4,14,16,1
1198,Male,Loyal Customer,31,Business travel,Eco,1928,4,5,5,5,4,4,4,4,5,5,1,3,3,4,0,0,1
1199,Male,Loyal Customer,46,Business travel,Eco,2205,1,3,3,3,2,1,2,2,4,5,2,3,1,2,0,8,0
1200,Male,Loyal Customer,21,Personal Travel,Eco,1489,3,2,3,4,3,3,3,3,1,5,4,1,4,3,0,0,0
1201,Male,Loyal Customer,24,Personal Travel,Eco Plus,1205,1,5,0,3,4,0,4,4,3,3,1,1,3,4,9,13,0
1202,Female,Loyal Customer,30,Business travel,Business,2591,5,5,5,5,5,5,5,5,3,4,2,4,1,5,0,0,1
1203,Female,Loyal Customer,52,Business travel,Business,2473,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,4,1
1204,Male,Loyal Customer,65,Personal Travel,Eco Plus,2106,4,5,4,5,1,4,1,1,5,2,4,4,4,1,4,0,0
1205,Female,Loyal Customer,18,Personal Travel,Eco,1005,5,5,5,5,2,4,4,5,5,5,4,5,5,3,71,83,1
1206,Male,Loyal Customer,16,Personal Travel,Eco,1599,4,5,4,5,3,4,3,3,3,4,4,5,4,3,0,0,0
1207,Male,Loyal Customer,17,Personal Travel,Eco,1434,0,5,0,4,5,0,5,5,5,3,5,5,4,5,0,0,1
1208,Male,Loyal Customer,64,Business travel,Eco Plus,1223,4,2,2,2,4,4,4,4,3,3,4,2,5,4,0,0,1
1209,Male,Loyal Customer,52,Business travel,Business,3574,4,4,4,4,4,4,5,4,4,4,4,5,4,4,25,18,1
1210,Female,Loyal Customer,30,Business travel,Business,1840,5,5,5,5,4,4,4,4,4,3,5,4,4,4,0,0,1
1211,Male,disloyal Customer,39,Business travel,Eco,2099,2,3,2,2,1,2,1,1,3,4,5,4,1,1,0,0,0
1212,Female,Loyal Customer,19,Personal Travel,Eco Plus,1879,4,5,4,3,1,4,1,1,4,2,4,4,4,1,0,2,0
1213,Male,Loyal Customer,57,Personal Travel,Eco,1740,4,5,4,2,3,4,2,3,5,3,4,4,4,3,0,1,0
1214,Male,Loyal Customer,55,Business travel,Business,1401,2,2,2,2,5,3,4,2,2,2,2,4,2,3,4,1,0
1215,Female,Loyal Customer,39,Business travel,Eco,1622,3,4,4,4,3,3,3,3,2,3,3,2,3,3,0,0,0
1216,Female,Loyal Customer,32,Personal Travel,Eco,2287,4,2,4,3,5,4,5,5,1,4,2,3,2,5,2,0,1
1217,Male,Loyal Customer,63,Business travel,Business,474,3,3,3,3,5,4,4,5,5,5,5,3,5,3,1,0,1
1218,Male,Loyal Customer,59,Business travel,Business,378,3,3,3,3,3,4,4,5,5,5,5,5,5,3,3,2,1
